Gene.symbol	ID	adj.P.Val	logFC
CTPS2	8171493	4.56785612406805e-06	1.46626583775057
ZMAT5	8075276	4.61062714140238e-06	-0.689245051027211
PLIN2	8160297	4.62804248291158e-06	1.46288999970975
	7922648	4.63581983018206e-06	-0.866884131552151
COL4A5	8169294	4.65215981002334e-06	0.925391141573699
GALNT2	7910427	4.68526974639098e-06	0.723758124721087
MX1	8068713	4.7269679719214e-06	-1.69082966751361
PDPK1	7992670	4.73804593046669e-06	-0.707702744285712
HOXA4	8138728	4.74338555785881e-06	1.23796156707483
LOC100131826	8095868	4.77237314819878e-06	1.9573809174025
CHCHD2	8139758	4.84929989247287e-06	0.97091728467007
C21orf58	8071020	4.86833731182344e-06	0.614699459909299
KIAA1109	8097148	4.94748099260769e-06	-0.766611455375285
HADHA	8050908	4.96436176418455e-06	0.838493002454651
WEE1	7938366	5.01608742099174e-06	2.28728376952495
SLC29A1	8119974	5.01608742099174e-06	1.68888335604082
INTS7	7924119	5.03033827664042e-06	1.60086941220521
IFIT5	7929072	5.07202665452183e-06	-1.15118095081179
GINS4	8146130	5.07332979509228e-06	0.922439048608845
VRK3	8038515	5.07631157636611e-06	-0.670772409123582
HAVCR2	8115464	5.08946784356485e-06	2.00183699073016
PSIP1	8160238	5.08985202788687e-06	-1.13553113372109
RNASEH2A	8026051	5.08985202788687e-06	0.978803145502272
PSMD12	8017810	5.08985202788687e-06	0.757450569561224
PSMC3	7947867	5.0962055062337e-06	0.863321289829933
CCDC171	8154416	5.12587148379313e-06	1.60438058741837
ACTA2-AS1	7929026	5.12587148379313e-06	-1.1790682937415
RSBN1	7918681	5.14373938430806e-06	-0.793316088053286
	7936461	5.14373938430806e-06	-1.67787920018367
SFXN3	7929919	5.17105242960939e-06	1.19795260476984
TAPBP	8180166	5.21185121949071e-06	-0.702817567743761
ITPKB	7924760	5.32040129613037e-06	-1.24120842745352
SGMS1	7933619	5.33316329144588e-06	-0.986490757867345
MSH5-SAPCD1///MSH5	8118293	5.38741243380252e-06	1.79055786323016
AVL9	8132188	5.40015110560031e-06	-0.762203691924033
YARS	7914563	5.40015110560031e-06	1.27696355914627
HIST1H2BJ	8124484	5.45740980867491e-06	1.78034003870635
	8180223	5.4794923619945e-06	-1.47964762437981
ATM	7943620	5.54314597907021e-06	-1.40868605940362
PDGFC	8103399	5.56065235222683e-06	2.35481540587869
G6PC3	8007561	5.56506774688292e-06	1.15231298354649
TRAF3IP3	7909455	5.56506774688292e-06	-1.56127955152608
	7896221	5.56506774688292e-06	-0.786483611856008
SAMD9	8140967	5.65787922701744e-06	-1.4497677759932
CHD4	7960594	5.70524609425589e-06	0.725353782459184
CXCL3	8100984	5.70936988510422e-06	1.25315514365307
PIEZO2	8022283	5.72072066882507e-06	1.58931639140816
SNORD76///GAS5	7922414	5.72361631640702e-06	1.12526926748527
PHGDH	7904433	5.73231579534819e-06	1.44986722780272
DUSP10	7924450	5.74074367828081e-06	2.07504333399206
H2AFX	7952179	5.82699949940596e-06	0.75299156559297
ECM1	7905220	5.832372358068e-06	0.590836933277779
ISY1-RAB43///RAB43	8001147	5.832372358068e-06	-1.53548098286734
TFDP2	8091103	5.8358943436784e-06	1.83700467235374
BORCS7-ASMT///AS3MT	7930181	5.89707730803655e-06	-0.98168810676077
LRIF1	7918467	6.00124271311006e-06	-1.36654579196485
	8072582	6.02247318131249e-06	1.44225635267007
STAC3	7964400	6.02917125502309e-06	1.03492485470181
ARHGEF39	8161026	6.04864576691396e-06	0.639071068103177
IFI44L	7902541	6.07568504725328e-06	-2.16089466008957
ASB6	8164572	6.1345470318898e-06	-0.799690631975055
RASD1	8013112	6.16078900946617e-06	0.806987566116782
MCM5	8072687	6.17231242964836e-06	1.01094989164739
ZBTB11	8089234	6.17269911257688e-06	-0.513893854750568
PIEZO2	8022310	6.22988301533918e-06	1.72979309921542
KIAA0895L	8001946	6.2536338688828e-06	0.664213392263038
MIR181B1	7923173	6.34518424596583e-06	1.81352802443084
LIG3	8006479	6.34518424596583e-06	1.00269265025737
CAPNS1	8028172	6.34518424596583e-06	0.908768467241499
KRCC1	8053648	6.48953459526003e-06	-1.44324787444444
TMTC2	7957417	6.5053757648936e-06	1.5302828164898
FAM72A///FAM72D///FAM72B	7909146	6.53434734950649e-06	1.89499828218708
RPN2	8062349	6.57194212765673e-06	1.09475564791497
STRIP2	8136115	6.68687347728699e-06	0.811052994243765
HIST1H3I	8124531	6.7362021919429e-06	1.99935040911225
ZNF398	8137091	6.7362021919429e-06	-1.04728459224717
ZNF830	8006477	6.7362021919429e-06	-0.676649968332198
SLC39A13	7939805	6.76589729332227e-06	-0.774611055707483
PSMA4	7985202	6.76589729332227e-06	1.01442065044672
ENPP2	8152522	6.76933576890724e-06	1.656419394
RFWD3	8002762	6.80724808792665e-06	0.731426063911564
OR2W3///TRIM58	7911231	6.8079665203227e-06	1.27906358342517
WDR31	8163491	6.82266083627243e-06	0.946480377350341
	7896567	6.82266083627243e-06	-1.49187494401473
ZNF219	7977646	6.82733581000024e-06	0.795731017995465
COMMD5	8153911	6.84115114353803e-06	-0.586454801427434
CFAP20	8001658	6.84261771977417e-06	0.796513243786849
RPS6KC1	7909661	6.89026689706639e-06	1.00049682810657
DOT1L	8024391	6.91155338709161e-06	0.608791147825398
GLRX5	8169709	6.91340936044892e-06	1.33554628398186
MAP3K1	8105436	6.98044854495291e-06	-0.860184754251703
PPFIBP2	7938231	6.98086214551108e-06	-1.41775796249433
	7892568	7.00241172885032e-06	0.697670819160997
OPHN1	8173310	7.0053496458946e-06	1.15119498620521
HOXB5	8016457	7.02479366399901e-06	1.26515708633333
KCTD11	8004360	7.04301835307229e-06	-0.614931233532879
LIMS4///LIMS3-LOC440895///LIMS3///LIMS1	8054519	7.06043542532057e-06	1.09404081675397
STT3A	7944991	7.06043542532057e-06	1.10079124559298
	7932612	7.06763535388621e-06	-0.933931788924036
SLC30A4	7988426	7.06763535388621e-06	-2.14217426326984
GRK5	7930917	7.1105171499556e-06	-1.0368532798254
	7894241	7.11720702653539e-06	-1.27245427995805
MKNK2	8032392	7.17072589850681e-06	-1.13072503070295
TSPAN7	8166784	7.24694359169113e-06	1.86942198447279
DMPK	8037657	7.28198865125531e-06	-0.695243385844669
FAM212A	8079839	7.28198865125531e-06	0.916558170318596
	7894845	7.30012788900452e-06	0.703125496419501
HMGN2	8000409	7.3633205391476e-06	0.807703101471656
NCAPD3	7952830	7.3633205391476e-06	1.07831353407257
	7999382	7.41962855164873e-06	-0.750251189604307
TMEM217	8126086	7.43527216976617e-06	0.827778120373017
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	8101774	7.43527216976617e-06	-0.805719901031747
QSOX1	7907830	7.43527216976617e-06	1.39588660375964
CLK2P1	8138596	7.44738865435423e-06	-0.62034650222562
MED31	8011968	7.46203860522585e-06	-0.841950680210883
GANAB	7948744	7.48585528879605e-06	0.971363790494337
TAPBPL	7953341	7.57982542568923e-06	-0.738079295715421
POC1A	8087839	7.79897511380702e-06	0.716158368297054
BCAS4	8063417	7.8011103518645e-06	-0.758218109965984
HOXA10-HOXA9///HOXA9	8138749	7.96510447717778e-06	2.77123471573243
GALNT7	8098328	7.98594706847107e-06	1.08843695789002
	7942551	8.0420321820973e-06	-1.9636385390805
	7895061	8.04213531676705e-06	-1.16093346080952
MAP3K7CL	8068083	8.15816692998539e-06	-1.11071758763605
ZNF506	8035773	8.16630832835677e-06	-1.65633582605329
	7893832	8.18280143636608e-06	-1.45414494523583
MTMR1	8170443	8.29437218841824e-06	-0.956747321394556
RASA3	7972946	8.33715581779277e-06	-1.35539335931179
CPA6	8151191	8.33715581779277e-06	0.570869469037416
ARL15	8112033	8.34432943376986e-06	-1.01261812290136
SNORA56///DKC1	8170992	8.38484784281983e-06	0.94757046559751
GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G	7991668	8.38691690024579e-06	1.21508906869841
PDIA5	8082133	8.39540239016227e-06	1.31359796867687
SLC16A9	7933750	8.54733502716255e-06	1.10528741455556
ATP2C1	8082607	8.5583222599759e-06	1.26701236338776
PPP1R21	8041913	8.58995237468643e-06	-0.802615240495462
SPN	7994603	8.59060873075576e-06	1.84425587597166
	7892573	8.73960101213341e-06	-1.14676150835487
ASPHD2	8072108	8.79109412824774e-06	-1.04692251612018
EPC2	8045619	8.80150542523866e-06	-0.994255825693875
ALDH1B1	8155327	8.85737879973161e-06	1.299499167822
FXYD7	8027770	8.87875413554239e-06	-0.714706591912698
CHD1L	7904883	8.9124834607298e-06	1.82543320631746
CREB3L4	7905677	8.9129914295227e-06	0.975375590557825
CHURC1-FNTB///CHURC1	7975113	8.93228664978282e-06	-0.885570270958046
PAICS	8095221	9.1014594186661e-06	2.01407032773923
C1S	7953603	9.1703264520547e-06	0.525301091356009
FAM218A	8098167	9.17935420871421e-06	-1.07218370487188
MSL2	8090893	9.1842310647165e-06	-0.699782374858277
RNF5P1///RNF5	8150356	9.22343225319161e-06	0.991102051780047
WDR49	8091922	9.26817551254956e-06	2.34846204770181
CCDC69	8115261	9.26817551254956e-06	-0.963667881588433
NFKB2	7930074	9.36983643434265e-06	-1.16572888619954
METTL7B	7956009	9.47633823658508e-06	1.01644801833787
ATF3	7909610	9.47772513523568e-06	2.0614442760839
ANKRD18B	8154823	9.4986395007707e-06	1.33931890552948
	8017104	9.59146788911307e-06	1.14515050489342
DPCD///DPCD	7929976	9.60176085292963e-06	0.835946248954651
HOXA6	8138741	9.61848369565817e-06	1.92568288885261
CDC42SE1	7919888	9.72963418254282e-06	-1.2841516309229
RAI1	8005267	9.76083743491289e-06	0.618417194384355
RSRC1	8083605	1.0031529714067e-05	0.802890139318596
MAD2L1	8102560	1.00863082365158e-05	1.80726379155442
ST8SIA6	7932407	1.0189389211488e-05	2.6207535990839
LEPROT///LEPR	7902074	1.02544152983085e-05	1.31658393871089
UNG	7958455	1.0340388590468e-05	1.16535961036168
PDIA3P1///PDIA3	7983274	1.03731001007005e-05	1.17327482805556
SNORA55	7915227	1.04125177537545e-05	0.752052728985263
YWHAE	8011011	1.05538952166272e-05	1.09364355314853
LOC100129884///LOC100129884	7971965	1.05610087998237e-05	-0.810507645982992
OSBPL1A	8022572	1.05638641344941e-05	1.50346454279819
DKC1	8170971	1.06440143365117e-05	1.01862234959184
RHOQ	8041808	1.06440143365117e-05	-0.652998108633785
PRKAG1	7962935	1.06509471638982e-05	0.710962423471658
LGALS1	8072876	1.06509471638982e-05	1.38464630884694
ULK4P1///CHRFAM7A///CHRNA7	7987012	1.06592439347047e-05	1.33019416071882
MMP19	7963946	1.06592439347047e-05	0.94428919557143
LMTK2	8134435	1.07092306044813e-05	-1.32383989845125
NARR///RAB34	8013753	1.07315184091851e-05	1.49793489700453
AK2	7914617	1.07477209773441e-05	0.718163230656463
	7895693	1.08013793790718e-05	1.03515545570522
HIST1H2BN///HIST1H2AK	8117600	1.09163871633275e-05	1.00568445415306
CSNK2A3///CSNK2A1	8064351	1.09657078421909e-05	0.679774234005672
RUBCN	8093230	1.0998149927166e-05	-0.834016642207482
PSMD3	8006984	1.10145088374594e-05	0.742853631811792
C5orf30	8107194	1.11041471031028e-05	1.10876925692177
HIST1H4I	8117537	1.11205005320934e-05	1.04597333252608
EFCAB2	7911096	1.11759695131884e-05	1.25688838849546
RAB4B-EGLN2///MIA-RAB4B///RAB4B	8028930	1.12038825170289e-05	-0.6346667318322
CENPP	8156341	1.12038825170289e-05	1.00441737393764
BCL2L2-PABPN1///BCL2L2	7973377	1.13757500214498e-05	0.931108238162132
NEIL3	8098423	1.14270452823173e-05	1.36782181941723
MITF	8080938	1.14574438082498e-05	1.3506280004263
XPO1	8052526	1.15230356153425e-05	0.931961156825398
CCDC47	8017421	1.15536576349003e-05	0.891560694291386
ZDHHC6	7936346	1.16415988170393e-05	-0.597484290907024
HMGXB3	8109201	1.17483503280768e-05	0.971533389012476
KLF2	8026564	1.17483503280768e-05	-1.20994333478345
WDR90	7991939	1.17816354534516e-05	0.515693143678006
	7893081	1.19898377399709e-05	0.700629980850342
ASAP2	8040113	1.20409034735379e-05	1.25554137452835
TMEM140	8136388	1.21079046325786e-05	-2.0537792825839
PRKDC	8150599	1.21409939380579e-05	0.942923699526077
SP140L	8048926	1.21991279850509e-05	-1.44748990405102
DEF6	8118932	1.21991279850509e-05	-0.617158593193879
RNF139	8148265	1.21991279850509e-05	-0.503382332488658
TTC36	7944271	1.2327685046683e-05	-0.751273806963722
RABGAP1L	7907492	1.23299326222775e-05	-0.686562803168928
TNS1	8058869	1.23300271149901e-05	1.05113219093424
	7895774	1.23919123116056e-05	-1.26607297337415
	7896407	1.24784228035227e-05	0.6969737565839
TRIM52	8116534	1.25579399165081e-05	-0.780538716854871
	7895709	1.25791651155015e-05	1.22122167587869
IFT140///IFT140	7998542	1.25987834969948e-05	0.52158804314966
ACADS	7959220	1.2612316620917e-05	0.701000136417234
AKT3	7925531	1.2612316620917e-05	-2.19662971990476
KIAA0430	7999642	1.2612316620917e-05	-0.835951552986392
GALM	8041542	1.26304697988255e-05	-1.45578235867233
CTSE	7909164	1.26459333212808e-05	1.03738034712358
ZNF626	8035795	1.26693448014153e-05	-1.67967497781293
UHRF1BP1	8118833	1.26937665625248e-05	1.14203538562018
GPR25	7908637	1.26997545306437e-05	-0.631960873229025
SLC35F6///CENPA	8040712	1.27878432272213e-05	0.993088758049888
COX14	7955358	1.28128470833942e-05	-0.7104996224161
FAM223A///FAM223B	8176155	1.28315174666228e-05	-1.13922553509977
	8081028	1.28910706590822e-05	-0.894408377018141
SLC39A8	8101992	1.28910706590822e-05	1.70736459690816
ISYNA1	8035465	1.29397070272156e-05	1.27501213923923
HOXA7	8138745	1.29643209353773e-05	1.91179225770182
RAN	8117888	1.30911493612079e-05	1.58895448293084
PPP1R13B	7981460	1.31808896691882e-05	-1.58016117867007
EPB42	7988033	1.31876779689493e-05	1.50401106829025
CDKL5	8166289	1.32522391087646e-05	-1.85605496991043
LDOC1	8175539	1.33304261537048e-05	-1.24934051315306
MAP4K2	7949172	1.33304261537048e-05	-0.637208921588438
TAF5	7930213	1.33786246332852e-05	-0.719798640810655
	7896565	1.34297012386817e-05	-1.30210408240703
EIF5AL1///EIF5A	7928600	1.34481125882738e-05	1.31865241247279
TXNIP	7904726	1.34568487894103e-05	-0.72054646582766
TARS	8104760	1.34981649642172e-05	1.8561888433356
TP53BP2	7924526	1.37500330392936e-05	0.695845923611112
ZNF33A	7927062	1.39279058789224e-05	-1.17414400593877
	8101224	1.40054951181758e-05	0.825311130531746
GPI///GPI	8027621	1.4158084294056e-05	1.13612065176758
SMIM24	8032588	1.41819828341013e-05	0.887479174425169
ZFAND4	7933237	1.43538985262072e-05	-0.991892386234691
ACADVL	8004271	1.43592492762508e-05	0.690051582155329
MTHFD1	7975045	1.43917390063696e-05	1.77050859481973
CD38	8094240	1.44008261072572e-05	1.57441646072449
BAMBI	7926875	1.44008261072572e-05	0.936976336053289
GBP1P1///GBP3///GBP1	7917516	1.44488717357292e-05	-2.00342812947165
ISOC2	8039511	1.44632807067131e-05	0.523230469233563
SLC12A9	8134965	1.45629693485151e-05	-1.35550596231066
SMYD3	7925589	1.46136431695918e-05	1.26836824697732
C20orf194	8064637	1.46136431695918e-05	1.55053777200907
RBM33	8137542	1.48245485462354e-05	-0.742806130458047
ARSD	8171148	1.48337755091584e-05	1.39325521329138
PARP16	7989759	1.48337755091584e-05	-0.958193471837865
CAT	7939298	1.48456175832952e-05	1.70498036346485
SH3RF1	8103630	1.48456175832952e-05	1.51692661266553
TMEM222	7899310	1.48496500048861e-05	-0.638129930215417
ZGRF1	8102389	1.49392852202392e-05	1.19040971779478
SNORD77	7922412	1.49726726311782e-05	1.28092639402154
	7896364	1.50022003333512e-05	1.50457960755329
	8025982	1.50269834842279e-05	0.930220437001136
TMEM44	8092888	1.51130989541841e-05	0.736504692821996
SLC2A9	8099326	1.51130989541841e-05	1.69034223365079
KIAA0100	8013696	1.51535332068064e-05	0.53560634863152
PNKP	8038458	1.51885463407092e-05	-0.671834339551021
XKRX	8173999	1.54550216039377e-05	-1.08313327561111
PPFIBP1///ALK	7954559	1.54725061015506e-05	1.54122118412472
RBBP8	8020468	1.54725061015506e-05	1.66105049663832
PM20D2	8121087	1.56644523981046e-05	1.1027841626644
SNX5	8065165	1.5677854094628e-05	0.776760972261908
EPHA4	8059279	1.5677854094628e-05	-2.0413321685975
RNF216	8137986	1.57625869975009e-05	-0.560123535425166
MIRLET7D	8156523	1.57625869975009e-05	-0.862796713106576
MN1	8075126	1.58459612215687e-05	0.70879020417914
CD36	8133876	1.59125971476796e-05	4.07533112537755
SENP7	8089203	1.59297933771006e-05	-0.912995054496595
	7893173	1.59397855843698e-05	1.17855412878006
APOL4	8075709	1.60110987609141e-05	1.17180614905329
	8140737	1.60110987609141e-05	-1.53274012378911
POLA1	8166525	1.61496024696457e-05	1.53866690862359
VAMP8	8043197	1.62042579886594e-05	1.5466456908288
IRF2	8103911	1.62042579886594e-05	-1.78051643743991
SMAGP	7963280	1.62146281538618e-05	-1.2651965359127
ZNF101	8027233	1.64929152416853e-05	-1.45183821085487
	7895574	1.65409364580322e-05	0.603183938579368
CDK4	7964522	1.66808333152312e-05	1.46945223402721
KMT2E	8135277	1.66925779667942e-05	-0.818545643916091
EBPL	7971615	1.68035599561845e-05	1.29583994471315
PSD4	8044584	1.68035599561845e-05	-0.940321360655321
RAC2	8075910	1.68099348975908e-05	-0.821362674506798
GYPB	8102993	1.68293244418165e-05	1.39104890285488
MITD1	8054192	1.68504315755467e-05	-0.949459316343538
MARVELD1	7929689	1.68504315755467e-05	1.36548708545352
KLF13	7982326	1.68504315755467e-05	-0.745664040566895
ZC3H12D	8130073	1.68504315755467e-05	-0.843450143768703
NR1I2	8081925	1.68504315755467e-05	0.494676939243765
TPK1	8143643	1.68632678127284e-05	-1.06854638171428
CARNS1	7941890	1.69099614879395e-05	-0.742249564748299
SPARC	8115327	1.70626573429884e-05	2.02309361411565
ICAM3	8033987	1.71515890027013e-05	-1.42123865692063
DDO	8128843	1.71596903951264e-05	0.985201454464854
FUCA2	8129974	1.72772115220584e-05	1.54870608872336
	7892758	1.72788560091891e-05	-1.28097851418934
CLEC2D	7953878	1.74485379937704e-05	-2.08082167735941
ALS2	8058295	1.74547106583095e-05	1.34861451066667
MAP1A	7983228	1.7497633723794e-05	1.10527123625057
PSMB2	7914834	1.75278137426895e-05	0.795598953383225
URAD	7970732	1.75963068986975e-05	0.80466845089796
DLG4	8012054	1.75963068986975e-05	1.23758742476304
PIK3R5	8012558	1.77089497367225e-05	-1.44862834072335
PDHA1	8166335	1.78134853315368e-05	0.976670351102044
IMPAD1	8150908	1.79692559585887e-05	1.12092356136168
AIM2	7921434	1.79716358340833e-05	-2.73901916538208
E2F2	7913644	1.80170386971582e-05	0.934173248619049
LRRC41	7915827	1.8023604016556e-05	0.919879122842402
RREB1	8116740	1.8023604016556e-05	0.848611619159865
TMEM51	7898115	1.81925273199762e-05	0.836943013328802
PPP1R14B///LIMK2	7949060	1.81925273199762e-05	0.746306127590708
SCML1	8166278	1.81925273199762e-05	-1.67029535210431
	8020491	1.81925273199762e-05	0.794593752826533
SNX20	8001373	1.8304857188161e-05	-1.20303352702041
TMEM154	8103226	1.85515582364283e-05	-2.57900857509637
DBP	8038117	1.85742669402517e-05	-0.775687630001131
TRIM4	8141363	1.87381506044387e-05	-1.11597415805442
EIF4EBP1	8145889	1.87381506044387e-05	0.793146751265308
PHF11	7969129	1.87381506044387e-05	-0.847616727291381
CKS2	8156290	1.88222046011839e-05	1.59831472512132
RASGRP1	7987405	1.88222046011839e-05	-3.03558222286848
YWHAE	8055476	1.89790336816873e-05	1.39420094074037
	8030391	1.90029518725799e-05	-0.693267067210885
CLCN7	7998510	1.90029518725799e-05	0.932737277867347
IL18BP	7942300	1.9009226272594e-05	-0.660048956382085
PIEZO1	8003357	1.9017436068043e-05	0.883513200077097
SUV39H2	7926319	1.9024494300803e-05	1.51269238286848
PLPPR3	8032094	1.9024494300803e-05	0.735505870390027
JADE2	8108080	1.92027611534022e-05	-0.964566709087301
HOXB-AS3	8008110	1.92607075368705e-05	0.721783871108842
CCDC169-SOHLH2///SOHLH2	7970975	1.93856888607429e-05	0.787713765639459
MFSD2B	8040522	1.94345101420499e-05	1.05195305321202
HSD17B12	7939465	1.95583376221956e-05	0.997361179985263
CERCAM	8158250	1.96799102977594e-05	0.719555636048754
ECT2	8083941	1.97616545033309e-05	1.41941083323583
CD151	7937508	1.98510097686091e-05	1.33190588399887
CTDSP2	7964579	1.98510097686091e-05	-0.833348675998863
GSTP1///GSTP1	7941936	1.98510097686091e-05	1.56361451214172
LOC100134822///LINC00266-1///PCMTD2	8177460	1.98510097686091e-05	-1.39348096162245
NOMO3///NOMO2///NOMO1	7999791	1.98510097686091e-05	0.509014178284582
CKAP5	7947694	1.98812932556802e-05	1.39055137867574
BCL9L	7952116	2.00336120352043e-05	-0.981290576603174
AP2M1	8084345	2.00964544628051e-05	0.914741137046493
KLHL13	8174654	2.00964544628051e-05	1.32743300339909
PTX3	8083594	2.0130425460091e-05	2.2632865060068
CITED2	8129937	2.01962827511571e-05	0.923164169367347
SYNE1	8130211	2.02903358669096e-05	-1.76160379696485
KAT6A	8150491	2.04705171296396e-05	-0.928767954283442
SELM///SELM	8075462	2.04705171296396e-05	-1.12451842819047
UBE2T	7923426	2.07408145122023e-05	1.35489385703742
EIF1AD	7949545	2.08330128899603e-05	-0.68255240568821
ARHGEF18	8025142	2.08330128899603e-05	-0.891733016793647
CTPS1	7900510	2.09195674648577e-05	1.69105491816893
TRIM39-RPP21///TRIM39	8179088	2.12016242701634e-05	-0.865410477517007
IRAK4	7954969	2.12639657814625e-05	-1.02666090208163
ZFAND2B	8048478	2.16166993267456e-05	-0.532966901320859
ALAS1///ALAS1	8080184	2.17436525078823e-05	0.959310061777784
TTPAL	8062844	2.17540688435391e-05	-0.810916256609975
ITGA2B	8016044	2.18023842467419e-05	1.50333945405782
	7895000	2.21592139837273e-05	-1.2329967079229
SLC1A5	8037835	2.22319344484531e-05	1.29101724698073
	7893392	2.23841941359783e-05	-1.16318139523129
CCDC120	8167430	2.24141670415041e-05	-0.488624912641721
FRRS1	7917954	2.25796772313926e-05	1.7642710217517
FNTA	8146268	2.26391303151934e-05	-0.658586558526076
	8105577	2.27798197873283e-05	0.662815561960318
GNGT2	8016532	2.27798197873283e-05	-0.854262160905896
DLD	8135464	2.30497341057709e-05	0.950266138568031
NR3C2	8103094	2.30497341057709e-05	-1.80931070528005
TCAF2P1///TCAF2	8136940	2.31179260441578e-05	-1.50149051101701
INSR	8033362	2.31653719255824e-05	1.38787257826077
PCSK7	7951896	2.33449398002944e-05	-1.10060173687982
PES1	8075406	2.33449398002944e-05	1.06802300751247
CHID1	7945579	2.33449398002944e-05	0.654754083901362
CROCCP3	7912784	2.34998832933024e-05	-0.507938672282311
ADCK5	8148850	2.37580869385644e-05	-0.534806683308387
	7926484	2.37580869385644e-05	0.588812405843539
SERPINE1	8135069	2.37687903651876e-05	1.25987986269615
PGGHG	7937314	2.38909653542676e-05	-1.67066188633447
ABCC4	7972297	2.39470685114336e-05	1.53618075867574
ERICH1	8148985	2.40216262067127e-05	-0.564518068790249
PSME1	7973564	2.40556206607877e-05	-0.682960118195004
OR2W3///TRIM58	7911218	2.42735767233662e-05	1.06835299780045
CHMP7	8145259	2.44246620814703e-05	-1.59933406636281
LSR	8027793	2.44246620814703e-05	-1.26418689068934
SDSL	7959002	2.44246620814703e-05	0.974117191462586
LPCAT1	8110841	2.45037897841438e-05	-0.879454539103168
TMEM208	7996490	2.46101751322154e-05	-0.649226670104305
HEBP1	7961390	2.46518573066679e-05	1.10927591920295
	7893476	2.48620274029614e-05	0.929394298534014
WDR37	7925851	2.4925367743886e-05	-0.550534871341269
DNAJC1	7932512	2.49430909636721e-05	0.708594834357144
	7893399	2.49573124321153e-05	0.894479241756233
CCT2	7957052	2.50188507582187e-05	1.71413962777665
ATXN1	8124040	2.51390989832393e-05	-1.56874056222903
PTK7	8119689	2.51390989832393e-05	0.859640284802722
SPTLC3	8060997	2.51390989832393e-05	1.59444675571089
	7893357	2.51844755249281e-05	0.893839544895695
TBL1X	8165911	2.53215441927588e-05	-1.59772463576984
FLJ42258	7950012	2.54711090180396e-05	-0.684669706066892
PMM1	8076355	2.54711090180396e-05	-0.884025847094103
FAM63B	7983940	2.58398898585511e-05	-0.730675408003399
PHF20	8062213	2.60039982534818e-05	-0.634311961549879
ATG5	8128592	2.60039982534818e-05	-0.49879142135941
SPINK2	8100523	2.60073747273072e-05	2.24637303118934
RANBP1	8071332	2.60930116528103e-05	1.81858147182313
C1orf132///MIR29C	7923974	2.60930116528103e-05	-1.92200192268481
ABCA5	8018038	2.68264994779284e-05	-1.50990375199207
NRROS	8084951	2.68517947091743e-05	1.2729426298288
ARMC9	8049044	2.69390476648375e-05	0.653344465735828
TPST1	8133155	2.70622991592454e-05	-1.7202042226712
CCT6A	8132943	2.70890710414731e-05	1.50129290781406
SYNCRIP	8127977	2.72973413548232e-05	0.989939551080504
SNORA29	8130580	2.73433768147168e-05	1.26169429022449
DDX41	8116096	2.7488140258679e-05	0.677675665102045
SYS1-DBNDD2///SYS1	8062964	2.76284710334225e-05	-0.631699273561225
FOCAD	8154574	2.79131346918996e-05	0.862030228925172
GSN	8157582	2.79308534922849e-05	2.02337374820182
KAT2B	8078227	2.80374376918725e-05	-1.18712253338095
LTB	8118147	2.81741513508836e-05	-0.816032013806121
	8180216	2.82513039664307e-05	-0.953675938136055
ICK	8127109	2.82588993809894e-05	-1.20774242912585
	8015796	2.83821672671006e-05	2.78039195825511
AKAP10	8013431	2.84279558164075e-05	-0.760623501217684
LEMD3	7956842	2.84279558164075e-05	-0.592281189057824
SV2A	7919645	2.85076800204174e-05	1.37474040856349
SRD5A3	8095139	2.86803760007066e-05	1.30311915651021
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	8161362	2.9205495904467e-05	-1.15345460030045
CTC1	8012423	2.92105760744778e-05	-1.03557528670068
FBXL2	8078461	2.94811025099476e-05	0.790752998437642
ZC3H12C	7943715	2.95375193389786e-05	1.6852921835805
	8149315	2.96245791551369e-05	-1.29485166040136
TRIM69///TRIM69	7983365	2.96245791551369e-05	-0.677195080946711
	7895908	2.96245791551369e-05	-0.865066369212018
LAMTOR4	8134740	2.96932415187978e-05	-1.02392868449546
NXF3	8174207	2.97309015882574e-05	1.31503973936281
HLA-H///HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	8179041	3.03629671861322e-05	-0.566113054092972
PIGN	8023605	3.0380741980764e-05	0.913467709746032
CXCL2	8100994	3.04014313634466e-05	2.0697485136678
ADA	8066431	3.04645736350729e-05	1.6861857187381
FXR1	8084146	3.07528757535498e-05	0.954288944411566
	8132858	3.0900083395364e-05	-0.873128636096371
GLCCI1	8131496	3.09207595830044e-05	-1.2070559236678
MCM7	8141395	3.09396705381343e-05	0.942425195425172
IGF1R	7986359	3.10028276709857e-05	-1.89590736806916
FBXW4P1	8071713	3.1259408428804e-05	1.00411401888663
PSMB7	8164067	3.13661455138257e-05	0.81771733269388
	7896035	3.13661455138257e-05	-1.45074534816666
ISG20L2	7921110	3.13661455138257e-05	-0.707048645366212
COG3	7968931	3.14370598306901e-05	-0.40063285079932
H2AFY2	7928107	3.14520550482178e-05	1.16542633520635
REEP4	8149673	3.14926768466085e-05	0.932196271621315
	7911211	3.16223628409249e-05	0.864943963306123
	8014485	3.17260687804395e-05	0.965647064634925
MSS51	7934384	3.17350845169856e-05	-0.656563526353739
